NORTH LAWNDALE EMPLOYMENT NETWORK|3726 W FLOURNOY ST CHICAGO IL 60624-3612|Fund Raising and/or Fund Distribution Employment Job-Related|True|2015|2015|1769190|1771822|857453|236085|1774847|66117
NELSON B DELAVAN FOUNDATION|10 S DEARBOR CHICAGO IL 60603-2300||True|2016|2014|359449|454446|5255459|0|0|0
NORTH HARBOR TOWER LLC|191 N WACKER DR STE 2500 CHICAGO IL 60606-0000|Real Estate Organizations Community Improvement Capacity Building|False|2005|||||||
NEAR NORTH HEALTH SERVICE CORPORATION|1276 N CLYBOURN AVE CHICAGO IL 60610-2089|Health Treatment Facilities Primarily Outpatient Health — General and Rehabilitative|True|2016|2015|18130878|17557704|29805668|7418972|11499199|6320896
OZ PARK BASEBALL ASSOCIATION|1953 N CLYBOURN AVE STE 310 CHICAGO IL 60614-4945|Baseball Softball Recreation Sports Leisure Athletics|True|2016|2015|309287|312756|-19841|0|309287|0
NCCHC RESOURCES INC|1145 W DIVERSEY PKWY CHICAGO IL 60614-1318|Public Health Program (Includes General Health and Wellness Promotion Services) Health — General and Rehabilitative|True|2015|2015|186297|79491|140699|33893|0|186297
PAUL & ADELYN C SHUMAKER TRUST|10 S DEARBORN ST STE 21 FL CHICAGO IL 60603|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2013|2012|55696|99028|1258139|0|0|0
ORGANIC SCHOOL PROJECT|1043 W GRAND AVE CHICAGO IL 60642|Education N.E.C.|False|2012|2012|13558|28345|1081|4092|11332|2225
PATZIK FRANK & SAMOTNY FOUNDATION|150 S WACKER DR STE 1500 CHICAGO IL 60606-4201|Corporate Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|45005|53562|57033|1|45000|5
OUTREACH CHICAGO|6002 S HALSTED ST STE 307 CHICAGO IL 60621-2112|Christian Religion-Related Spiritual Development|True|2016|2015|2630|2777|2|0|2630|0
NEW YORK GENEOLOGICAL & BIOGRAPHICAL SOCIETY ET AL TR|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014|40320|38359|523459|0|0|0
NUVEEN BENEVOLENT TRUST|10 S DEARBORN IL1-0111 CHICAGO IL 60603-2300||True|2015|2014|98738|140910|1914473|0|0|0
ODRADEK THEATRE COMPANY|2044 W FARRAGUT AVE APT 1N CHICAGO IL 60625|Theater Arts Culture and Humanities|False|2011|2011|5342|5593|249|500|2869|2473
OTIS WILSON CHARITABLE ASSOCIATION|40 E CHICAGO AVE CHICAGO IL 60611-2026|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|143344|183994|67123|0|161709|0
NEW LAKEVIEW ALUMNI ASSOCIATION|3725 W WRIGHTWOOD AVE CHICAGO IL 60647-1121|Alumni Associations Educational Institutions and Related Activities|True|2015|2015|59747|35201|54831|0|27346|1273
ONE TAIL AT A TIME NFP|2144 N WOOD ST CHICAGO IL 60614-3923|Animal Protection and Welfare Animal-Related|True|2015|2015|523423|401736|246558|1996|251964|197645
OLD SYNAGOGUE MUSEUM OF KENOSHA INC|7235 N WESTERN AVE CHICAGO IL 60645-1877|Unknown / Unclassified|True|2015|2015|55889|3517|114350|0|55889|0
PAIDEIA INSTITUTE OF HYDE PARK INC|212 W WASHINGTON ST APT 1602 CHICAGO IL 60606-3430|Arts Cultural Organizations - Multipurpose Arts Culture and Humanities|False|2014|2014|31245|22079|231155|110489|0|31150
ONDO STATE FORUM OF AMERICA NFP|4550 N CLARENDON AVE CHICAGO IL 60640-6166|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|True|2015|2015|7000|2702|10291|0|0|0
NORTHWEST CONNECTION CHAMBER OF COMMERCE|PO BOX 390886 CHICAGO IL 60639-0886||True|2015|2015|87933|83491|103482|0|87933|0
NEW AGE SERVICES CORPORATION|1330 S KOSTNER AVE CHICAGO IL 60623-1152|Alcohol Drug Abuse Treatment Only Mental Health Crisis Intervention|True|2016|2016|2378758|2357952|1752378|141742|2118570|226213
PAUL M WARBURG FUND 40036683|PO BOX 1762 CHICAGO IL 60690|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2011|2011|1||1|0|0|0
ONE CHURCH ONE SCHOOL COMMUNITY PARTNERSHIP|7841 S WABASH AVE CHICAGO IL 60619-2322|Civil Rights Social Action Advocacy N.E.C.|True|2015|2015|9400|23496|63163|0|9400|0
OPERATION WALK CHICAGO|680 N LAKE SHORE DR STE 900 CHICAGO IL 60611-8702|Arthritis Diseases Disorders Medical Disciplines|True|2015|||||||
ORGANIZATION OF CHINESE AMERICANS INC GREATER CHICAGO CHAPTER|PO BOX 365 CHICAGO IL 60690-0365||True|2015|2015|26113|16331|51320|0|26200|0
NORWOOD LIFE CARE FOUNDATION|6016 N NINA AVE CHICAGO IL 60631-2439|Single Organization Support Human Services — Multipurpose and Other|True|2015|2014|436895|246067|15712409|17172|176373|0
OFFIELD FAMILY FOUNDATION|PO BOX 1105 CHICAGO IL 60690-1105||True|2015|2014|11983261|7642690|83154798|0|1762742|11840
NORTHERN TELECOM INC HEALTH & WELFARE BENEFITS TRUST|135 S LASALLE ST CHICAGO IL 60603-4177||True|2015|2015|34472|4447|654267|0|0|33951
NORTH BEACH WATER POLO FOUNDATION|4825 N OAKLEY AVE STE 3 CHICAGO IL 60625-1917|Youth Centers Clubs Multipurpose Youth Development|True|2016|2015|128928|135168|10576|5345|9640|0
NORTHWESTERN MEDICINE REGIONAL MEDICAL GROUP CENTRAL DUPAGE PHYSICIAN GROUP|541 N FAIRBANKS CT RM 1639 CHICAGO IL 60611-3319|Hospital General Health — General and Rehabilitative|True|2015|2014|20983588|35171250|36565773|20899751|0|20909590
NOSTIGMAS|25 E WASHINGTON STREET CHICAGO IL 60602-1708|Mental Health Disorders Mental Health Crisis Intervention|True|2015|2015|50920|40737|24900|0|50920|0
NTO-OTONG ASSOCIATION USA NFP DBA UNITED HUMAN SERVICES CENTER|1809 W 51ST ST CHICAGO IL 60609-4840|International Development Relief Services International Foreign Affairs and National Security|True|2015|2015|0||125300|0|0|0
NORTHWESTERN MEMORIAL HEALTHCARE MARIONJOY INC|541 N FAIRBANKS CT RM 1639 CHICAGO IL 60611-3319|Hospital General Health — General and Rehabilitative|True|2016|2015|0||0|0|0|0
NEW VISION OF HOPE FOUNDATION|1500 S INDIANA AVE APT 803 CHICAGO IL 60605|Eye Diseases Blindness and Vision Impairments Diseases Disorders Medical Disciplines|False|2011|2011|12574|4813|7761|0|8253|0
PAUL GALVIN MEMORIAL FOUNDATION TR GALVIN ROBERT & CHRISTOPHER TTEES|71 S WACKER DR STE 3575 CHICAGO IL 60606-4610||True|2015|2014|5253183|4065848|74983319|3554856|0|158337
ORACLE PRODUCTIONS AN ILLINOIS NONPROFIT CORPORATION|1802 W BERENICE AVE CHICAGO IL 60613-2720|Theater Arts Culture and Humanities|True|2015|2015|140038|123538|57808|0|118761|21277
OPTIONS FOR HOUSING INC|721 N LA SALLE DR CHICAGO IL 60654-3503|Homeless Temporary Shelter For Housing Shelter|True|2016|2016|1394043|1743872|1825889|4006032|393187|1000696
PASFARDA ARTS & CULTURAL EXCHANGE|BFKN -200 W MADISON SUITE 3900 CHICAGO IL 60606-0000|International Cultural Exchange International Foreign Affairs and National Security|False|2011|||||||
NETTELHORST PARENT TEACHER ORGANIZATION|3252 N BROADWAY ST CHICAGO IL 60657-3521|Fund Raising Organizations That Cross Categories Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2016|216686|173098|303112|0|271546|0
PAUL AND SUZANNE HANIFL FOUNDATION|190 S LASALLE ST STE 1700 CHICAGO IL 60603-3496|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|167403|567955|3588356|604|6042|63
NEW ORIGINAL MINISTRIES INC THE FAULKNER SCHOOL|1750 E 78TH ST CHICAGO IL 60649-4514|Vocational Training Employment Job-Related|True|2015|2015|36677|36004|23728|34647|0|36677
OPAL ATHLETIC SOCIAL CLUB|7546 W ADDISON ST CHICAGO IL 60634-3233|Amateur Sports Clubs Leagues N.E.C. Recreation Sports Leisure Athletics|False|2014|2014|13230|13050|3649|0|0|0
OUNCE OF PREVENTION FUND|33 W MONROE ST STE 2400 CHICAGO IL 60603-5400||True|2016|2015|74241692|56493809|65154487|8082483|68537399|111766
OUR LADY PERPETL HELP TR UW FOR HELP P60114009|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|214380|274490|1865480|0|0|0
PASS WITH FLYING COLORS INC|4300 N KNOX AVE CHICAGO IL 60641-1905|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015|311116|234196|344722|0|238553|0
NORTH LAWNDALE GREENING COMMITTEE|3853 W POLK ST CHICAGO IL 60624-4018|Environmental Beautification and Aesthetics Environmental Quality Protection and Beautification|False|2002|||||||
NEILSEN FUND A R63677000-PF|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|||||||
NEW HOPE SCHOOL INC|3423 W NORTH AVE CHICAGO IL 60647-4841|Higher Education Institutions Educational Institutions and Related Activities|True|2015|2015|90878|87462|20053|275|7433|80909
PAJEAU CHILDRENS FOUNDATION 1-25076|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2014|51475|70465|983412|0|0|0
ONLINE EDUCATION SOLUTIONS|4980 N MARINE DR APT 1233 CHICAGO IL 60640|Educational Services and Schools - Other Educational Institutions and Related Activities|False|2011|2011|0|1474|1|3649|0|0
OHANA RESEARCH FOUNDATION|1203 S MICHIGAN AVE N STE 1203 CHICAGO IL 60605-0000|Science and Technology Research Institutes Services N.E.C.|True|2015|2014|44666|193544|786271|8402|0|3
PILSEN ALLIANCE|1744 W 18TH ST CHICAGO IL 60608-2093|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|True|2015|2015|91842|95111|5426|3291|91032|810
PAWS CHICAGO|1933 N MARCEY ST CHICAGO IL 60614-8084|Animal Protection and Welfare Animal-Related|True|2015|2015|17388318|11735017|40843199|781556|14959514|2074119
PETER F RUIZ TRUST FBO CERTAIN SEMINARIES IN BOLIVIA & CHILE S AM|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2014|7176|8251|129280|0|0|0
PERA MONTROSE INC|200 E RANDOLPH DR CHICAGO IL 60601-6436|Real Estate Organizations Community Improvement Capacity Building|False|2014|2014|0|-121095|47420|0|0|0
READE INDUSTRIAL FUND|111 W MONROE 16W CHICAGO IL 60603-4096||True|2016|2014|155755|219048|3420075|0|0|0
PAULINE SCHWARTZ TRUST CITY TRUST CO|10 S DEARBORN CHICAGO IL 60603|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|False|2014|2013|7414|5801|103266|0|0|0
POGRUND FAMILY FOUNDATION C-O MR SHERWIN POGRUND|ONE EAST WACKER RM/STE 2610 CHICAGO IL 60601-0000||True|2015|2014|70389|53963|139600|1|70000|43
PUI TAK CENTER|2216 S WENTWORTH AVE CHICAGO IL 60616-2012|Unknown / Unclassified|True|2016|2016|3079401|2457180|2221151|404421|1643008|1236530
PUERTO RICAN CULTURAL CENTER|2739 W DIVISION ST CHICAGO IL 60622-2854||True|2016|2015|4536146|4562327|7162433|4764521|4570090|9174
PETER T WHITAKER TR FRO BETHANY COLLEGE BANK ONE WEST VIRGINIA WHEELING NA|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|94515|51238|386209|0|0|0
RAISED THE FLOOR ALLIANCE|77 W WASHINGTON ST STE 1402 CHICAGO IL 60602-3499|Legal Services Crime Legal-Related|True|2015|2015|484574|257069|435630|8995|364688|117329
PROVIDENCE ENGLEWOOD CHARTER SCHOOL FOUNDATION|6515 S ASHLAND AVE CHICAGO IL 60636-3003|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2015|2015|188426|31713|1035354|0|142505|0
RAGS OF HONOR 1|2021 W FULTON ST STE K-102 CHICAGO IL 60612-2558|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2015|2015|59426|53375|8214|0|59426|0
PRIMECARE COMMUNITY HEALTH INC|2232N CLYBOURN AVE 3RD F CHICAGO IL 60614-3193||True|2016|2015|9526355|8958658|3790977|1396259|2151649|7357816
REAL CLEAR FOUNDATION|6160 N CICERO AVE CHICAGO IL 60646-4312|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2014|1||1|0|0|0
POLISH NATIONAL ALLIANCE SCHOOL CORP|6100 N CICERO AVE CHICAGO IL 60646-4304|Unknown (B00I) Educational Institutions and Related Activities|True|2016|2014|48596|64892|1053509|0|19603|0
RAY BASS CHARITABLE TR|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|15795|52323|628822|1|0|0
PROLOGUE INC|1135 N CLEAVER ST CHICAGO IL 60642-4002||True|2015|2015|10990686|10662880|3564962|3123312|10613511|4324
QUEER FILM SOCIETY|1709 N ALBANY AVE CHICAGO IL 60647-5009|Interdisciplinary Research Social Science Research Institutes Services|False|2012|2012|726|513|754|0|0|0
POLISH AMERICAN CHAMBER OF COMMERCE|5214 W LAWRENCE AVE SUITE 1 CHICAGO IL 60630-3616|Promotion of Business Community Improvement Capacity Building|True|2015|2015|165615|149563|36546|10326|165597|0
PH PRODUCTIONS NFP|1447 W BALMORAL AVE APT 3N CHICAGO IL 60640-1289|Theater Arts Culture and Humanities|True|2015|2015|90491|99304|10738|13584|13779|62390
PHI BETA KAPPA SOCIETY CHICAGO ASSOCIATION|PO BOX 641121 CHICAGO IL 60664-1121||True|2015|2015|25852|11087|176146|0|17798|656
PROJECT SIMEON 2000 C-O JOHN M JOHNSON|820 W 89TH ST CHICAGO IL 60620-2626|Alumni Associations Educational Institutions and Related Activities|True|2015|2015|134835|178085|450718|165933|5467|129368
POBRATYMY FOUNDATION INC|990 N LAKE SHORE DR APT 24E CHICAGO IL 60611-1382||False|2012|2012|5369||81869|0|5369|0
RABIN FOUNDATION|179 E LAKE SHORE DR UNIT 102 CHICAGO IL 60611-1900|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|30002|32718|25605|1|30000|2
PLANITES CREDIT UNION|300 E RANDOLPH ST 14TH FLOOR CHICAGO IL 60601-7302||True|2015|2015|1324255|1188789|30691001|27504600|0|1038986
PFK FAMILY FOUNDATION|50 S LA SALLE ST CHICAGO IL 60603-1008|Fund Raising and/or Fund Distribution Human Services — Multipurpose and Other|True|2015|2014|182673|158450|2785323|0|0|631
PD & J PAULSELL CHARITABLE TRUST 0482114312|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014|43601|46874|729227|0|0|0
POWERED BY ACTION|223 W ERIE ST STE 4E CHICAGO IL 60654-4963|International Development Relief Services International Foreign Affairs and National Security|True|2015|2015|88126|127359|32653|316|87736|0
PHILIP M FRIEDMANN FAM CHAR TR 110998 FRIEDMANN PHILIP M TTEE|2430 N LAKEVIEW AVE CHICAGO IL 60614-2877|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|2539718|1512268|23737704|0|0|14637
Q B G FOUNDATION INC|806 E 78TH ST CHICAGO IL 60619|Fund Raising and/or Fund Distribution Educational Institutions and Related Activities|True|2015|2012|129316|137954|1706063|1343696|124302|0
PAUL P CARBONE M D MEMORIAL FOUNDATION|4558 W ROSEMONT AVE CHICAGO IL 60646-4928|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|1284|48407|253992|0|1000|284
PIPAL NFP|4753 N BROADWAY CHICAGO IL 60640-5266|Single Organization Support Human Services — Multipurpose and Other|True|2015|2015|563161|295406|5461160|2758390|0|0
PRC LEARNING CENTER INC|1853 E 87TH ST CHICAGO IL 60617-2745|Philanthropy Charity Voluntarism Promotion General Philanthropy Voluntarism and Grantmaking Foundations|True|2015|||||||
RAIFF FAMILY FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|28122|62250|422366|0|0|0
POLISH AMERICAN FOUNDATION INC|5711 N MILWAUKEE AVE CHICAGO IL 60646-6215||False|2011|2011|860|4727|31315|0|776|0
PUERTO RICAN POLICE ASSOCIATION|4940 N NAGLE AVE CHICAGO IL 60630-2928|Minority Rights Civil Rights Social Action Advocacy|True|2015|2015|33897|36806|15056|0|0|0
PROGRESSIVE COMMUNITY CENTER THE PEOPLES CHURCH|56 E 48TH ST CHICAGO IL 60615-1011|Christian Religion-Related Spiritual Development|True|2015|2015|436444|402459|225644|223571|436444|0
PURSUE SCHOLARS NFP|2924 W FULTON ST CHICAGO IL 60612-1708|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2015|2015|159218|162049|18971|0|132660|7500
PRINCE FOUNDATION|140 S DEARBORN ST STE 1410 CHICAGO IL 60603-5208||True|2015|2014|1926295|1867975|2545283|0|1800000|85
PIL-AM SOCIAL SERVICE & HUMAN RESOURCES CENTER|5311 N ASHLAND AVE CHICAGO IL 60640-2003|Senior Centers Services Human Services — Multipurpose and Other|True|2015|2015|38786|39682|32692|0|34396|0
R A HUDSON TRUST R76105007|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014|105433|91248|1692686|0|0|0
PHI KAPPA THETA ILLINOIS PSI ALUMNI ASSOSICATION|1751 W TERRA COTTA PL CHICAGO IL 60614-1909|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|False|2012|2012|1230|1283|2013|0|1230|0
PEOPLES MUSIC SCHOOL INC|931 W EASTWOOD AVE CHICAGO IL 60640-5107|Performing Arts Schools Arts Culture and Humanities|True|2015|2015|1563905|754541|2024679|65879|1490593|0
PROJECT DANZTHEATRE COMPANY|2480 NORTH ALBANY NO 1 CHICAGO IL 60647-2602|Theater Arts Culture and Humanities|True|2016|2016|188149|172530|33617|0|92077|96064
PRAIRIE MINERALS FOUNDATION|30 SOUTH WELLS STREET NO 4049 CHICAGO IL 60606-5054|Single Organization Support Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|43467|36045|6760204|7800|0|0
RAPE VICTIM ADVOCATES|180 N MICHIGAN AVE STE 600 CHICAGO IL 60601-7454|Rape Victim Services Mental Health Crisis Intervention|True|2016|2016|1419192|1230979|1089407|161241|1170189|137042
REACH FOR THE STARS NFP|533 W 27TH ST CHICAGO IL 60616-2574|Single Organization Support Educational Institutions and Related Activities|True|2016|2015|66064|2668|97219|0|39222|0
REAL ESTATE BUSINESS INSTITUTE|430 N MICHIGAN AVE 5TH FLOOR CHICAGO IL 60611-4087|Promotion of Business Community Improvement Capacity Building|True|2015|2015|1425743|1425424|1623797|950448|0|1348572
POINT MAGAZINE|2 N LASALLE ST CHICAGO IL 60602-3702|Education N.E.C.|True|2015|2015|113827|64554|107969|17222|105206|8620
POLISH HIGHLANDERS ALLIANCE IN AMERICA 49 CIRCLE KLUSZKOWCE|4808 S ARCHER AVE CHICAGO IL 60632-3604||False|2014|2014|4800|4030|350|0|4800|0
PORCHLIGHT MUSIC THEATRE CHICAGO|4200 W DIVERSEY AVE CHICAGO IL 60639-2003|Theater Arts Culture and Humanities|True|2015|2015|723325|748629|198996|123687|350867|372515
PREVENTION PARTNERSHIP INC|5936 W LAKE ST CHICAGO IL 60644-1833||True|2016|2016|739354|739868|187129|7117|732443|6216
RALPH F & CORA E OBERNDORFER FAMILY TRUST|111 W MONROE ST TAX DIV 10C CHICAGO IL 60603-0000|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|30649|53714|658866|0|0|0
POLISH HIGHLANDERS ALLIANCE IN AMERICA|4808 S ARCHER AVE CHICAGO IL 60632-3604|Religion Related Spiritual Development N.E.C.|False|2013|2013|429921|534801|1614081|791612|59404|370119
PHILANTHROFAITH INC|4320 W MONTROSE AVE CHICAGO IL 60641-2016|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2013|1||10|0|0|0
RANDOLPH FULTON MARKET ASSOCIATION|906 W RANDOLPH ST CHICAGO IL 60607-2208|Promotion of Business Community Improvement Capacity Building|True|2015|2015|115169|137267|39160|0|0|24184
RAY E & INA B DILLARD CHARITABLE TRUST|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2015|10863|14277|197265|0|0|0
QUAD COMMUNITIES DEVELOPMENT CORPORATION NFP|4659 SOUTH COTTAGE GROVE CHICAGO IL 60653-4757|Housing Support Services -- Other Housing Shelter|True|2015|2015|1181535|1208532|329015|69851|1037400|137756
PUSH FOR EXCELLENCE INC|930 E 50TH ST CHICAGO IL 60615-2702|Community Improvement Capacity Building N.E.C.|True|2015|2014|952663|1434331|894813|950330|797967|16041
POPE JOHN PAUL II EUCHRISTIC FOUNDATION ASSOCIATION INC|20 NORTH WACKER DRIVE CHICAGO IL 60606-2806|Roman Catholic Religion-Related Spiritual Development|True|2015|2015|11918|7710|243174|0|11535|0
PROJECT SYNCERE|8247 S CRANDON AVE CHICAGO IL 60617-1933|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015|823846|846356|103219|53648|322279|501567
PUBLIC NARRATIVE|600 S MICHIGAN AVE CHICAGO IL 60605-1900|Education N.E.C.|True|2016|2015|460443|395046|212964|123680|292245|148668
PETER HANSEN TRUST UW 01-34419|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|||||||
PRITCHARD FOUNDATION|111 S WACKER DR CHICAGO IL 60606|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2014|2013|15|22294|28712|0|0|15
PHONE CO CREDIT UNION|225 W RANDOLPH ST STE 01035 CHICAGO IL 60606|Credit Unions Public Society Benefit — Multipurpose and Other|True|2015|2014|224833|415266|6253503|5215693|0|201141
PROMISE FOR RELIEF AND HUMAN DEVELOPMENT|6715 W BYRON ST CHICAGO IL 60634-2246|International Relief International Foreign Affairs and National Security|True|2015|2015|766253|554856|488964|0|766253|0
READING IN MOTION|65 E WACKER PL STE 305 CHICAGO IL 60601-7243|Theater Arts Culture and Humanities|True|2016|2016|2496390|2169372|1485113|108692|2047570|450313
